	sentence	type	point
380	Chất dai đanh và lì mặt.	NEU	3
381	Giao hàg thì thôi nhah khỏi nói.	POS	4
382	Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Vải áo hơi mỏng.	POS	4
383	Muốn làm đại lý sỉ.	POS	5
384	San phạm nay vua Shopee qua do mua ve toi k xay dc ngay ca khoai tay nau chín ma xay con k Nhuyễn nua.	NEU	3
385	Size hơi to nhỉ 45kg -1m50 size S rồi mà hơi rộng.	POS	4
386	Chất lượng sản phẩm tạm được, trượt cơ học khá dít gây khó khăn cho sử dụng.	NEG	2
387	Nhưng áo khiến mình hơi thất vọng.	NEG	2
388	Mặc khá xinh nhưng chất vải xấu, mỏng, cứng.	NEG	2
389	Chất lượng sản phẩm phù hợp vs giá.	POS	4
390	Mới dùng chất lượng OK.	POS	5
391	Thời gian giao hàng rất nhanh .	POS	5
392	Mua ba cái thấy ok.	POS	4
393	Đẹp quá ủng hộ shop lâu dài.	POS	5
394	Áo mặc ok lắm mọi người cứ tin tưởng mua hàng nhé.	POS	5
395	Dù sao với 160k thì chất lượng như vậy là quá được.	POS	4
396	đẹp dã man thế này.	POS	5
397	Áo xinh lắm nhé mấy nàng ❤ với giá này thì áo vậy là đẹp rồi !	POS	4
398	Khô gà bị mặn, cả nhà mình đều kêu vậy..	NEG	1
399	Giao hàng nhanh.	POS	5
400	Áo rất ấm.	POS	5
401	Hơi thất vọng.	NEG	2
402	Chất lượng sp tuyệt vời.	POS	5
403	Huhuu, sr vì bh mới xác nhận đã nhận hàng :( quên béng đi mất.	NEG	2
404	C Chất lượng sản phẩm tuyệt vời Rất đáng tiền Thời gian giao hàng rất nhanh.	POS	5
405	Hết cherry nên shop gọi bảo mình đổi mẫu chứ ko tự giao mẫu khác 👍🏻 Chọn chuyển qua dưa hấu.	NEU	3
406	Sản phẩm tốt phù hợp với giá tiền.	POS	5
407	Len chất hơi cứng chút😀Nhưng vẫn mặc Ok.	NEU	3
408	Kiểu dáng đúng mô tả, tuy nhiên quá mềm, không có độ cứng của khung túi, nên kém sang.	NEU	3
409	áo cực đẹp, nhé vải ko dày lắm đâu nên mình nghĩ vẫn mặc trong mùa hè đc, cơ mà lần sau em mua shop đừng gọi mẹ em nhé :)))).	POS	5
410	Vải mỏng quá mỏng.	NEG	2
411	Chất thích mà size hơi nhỏ so với size bthg.	NEG	2
412	Hàng đẹp, chất lượng.	POS	5
413	SP không có hộp nhé.	NEG	1
414	Rất đáng tiền.	POS	4
415	Nhìn ưng lắm.	POS	4
416	Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời.	POS	5
417	Ưng lắm shop à.	POS	5
418	Chất lượng sản phẩm tỐt Thời gian giao hàng tạm được.	NEU	3
419	Còn về hàng thì okie luôn :).	POS	5
420	M chua thử nhưng thấy chất rất đẹp.	POS	5
421	Yến Sam.	NEU	3
422	Xấu quắc...kg giống hình...cảm thấy khó chịu.	NEG	1
423	3 in 1 mà mở hộp ra có mỗi 2 len, thiếu mất len macro.	NEG	2
424	Chất lượng sản phẩm rất kém Khong co dich vụ la sao Chất lượng sản phẩm tốt.	POS	5
425	Hộp hơi trầy nhưng hàng đóng gói kĩ.	NEU	3
426	Dat xám gjao xah.thất vọg về sp.	NEG	2
427	Sản phẩm tốt, giá rẻ.	POS	4
428	Nhưng good.	POS	4
429	Thất vọng kinh khủng.	NEG	1
430	Vậy là oke so với giá tiền rồi.	POS	5
431	Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh Rất đáng tiền.	POS	5
432	Hàng đẹp, đúng y hình.	POS	4
433	Đóng gói sản phẩm rất chắc chắn Thời gian giao hàng rất nhanh.	POS	5
434	Chất lượng sản phẩm không được tốt bằng sản phẩm mình mua trực tiếp ở các cửa hàng.	NEG	1
435	Tks shop.	POS	5
436	Thời gian giao hàng nhanh.	POS	5
437	Shop phục vụ rất tốt.	POS	5
438	form ko đẹp, ko định hình tốt vòng 1.	NEG	1
439	Ống tay hơi nhỏ .	NEG	2
440	Đc shop lì xì nữa.	POS	5
441	Sản phẩm chất lượng quá tệ.	NEG	1
442	Shop giao hàng nhanh còn phục vụ nhiệt tình nữa.	POS	5
443	Biết đẹp thế mình mua thêm cái màu đỏ nữa 😊😊😊😊.	POS	5
444	Chỉ bung hết ra.	NEG	2
445	5 sao nha!	POS	5
446	Tiếc rằng hết màu thích ko thì sẽ lấy thêm.	NEU	3
447	Shop chăm sóc khách hàng rất chu đáo.	POS	5
448	Chất lượng sản phẩm được, phải chi có màu rêu 😶.	POS	4
449	Tất cả đều ok.	POS	4
450	Áo đẹp.	POS	4
451	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.con dc shop tang qua nua.	POS	5
452	Chiều rộng giữa 2 chân hơi ngắn, khi ngồi sau trên xe máy thấy hơi khó chịu.	NEG	2
453	Tuyệt vời ạ huhu, sẽ còn ủng hộ shop dài dài.	POS	5
454	Sp chất lượng.	POS	4
455	Sản phẩm rất là chất lượng đóng goid rất là đẹp gọn gàng, nên mua hàng ở đây rất uy tín.	POS	5
456	Chất lượng sản phẩm quá tệ.	NEG	1
457	Chất lượng sản phẩm tạm dc ,hơi chật ,mik 45 kg thấy hơi chật,cổ bị rộng.	NEG	2
458	Dùng rất ok, chỉ ko biết dùng liệu có lâu được ko thôi hì 😄.	NEU	3
459	Potay.	NEU	3
460	Size áo nam nên nữ sẽ mặc hơi rộng trừ điểm đó ra tất cả đều rất hài lòng.	POS	4
461	Chất lượng sp tốt tuyệt vời.	POS	5
462	Chất vải rất mỏng, màu cũng xấu không không đẹp không đẹp như hình.	NEG	2
463	Y hình chuẩn đẹp👍 Chất lượng sản phẩm tuyệt vời.	POS	5
464	áo rất đẹp - anh chị shop rất nhiệt tình - đóng gói rất đẹp.. cảm ơn anh chị shop.	POS	5
465	Hàng y hình Thời gian giao hàng nhanh ,vải mỏng.	POS	4
466	Nhìn chung tạm ổn.	NEU	3
467	Ống tay xấu.	NEG	1
468	Áo mỏng hơn so với mình nghĩ nhưng vẫn ok.	NEU	3
469	Chất lượng sản phẩm tuyệt vời.	POS	5
470	Thời gian giao hàng rất nhanh, vải đẹp.	NEU	3
471	foem dáng ko giống mẫu mặc,may nhái lại thôi ạ, chât vải đc.	NEU	3
472	Áo đẹp. .. ok..	POS	5
473	Cho 5*.	POS	5
474	Áo rất đẹp Thời gian giao hàng rất nhanh.	POS	5
475	Áo đẹp, giá rẻ.	POS	4
476	Nói chung mình thấy ok.	POS	5
477	Áo chất đẹp thích hợp đi chơi, giao hành nhanh, nv tư vấn nhiệt tình!	POS	5
478	Phù hợp giá tiền.	POS	5
479	Sản phẩm k giống hình lắm, mặc 2 lần dạn hết đường chỉ.	NEG	2
480	Shop phục vụ rất tốt Rất đáng tiền.	POS	5
481	E thích lắm.	POS	4
482	Giống hình, Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh.	POS	5
483	Cũng cùng hãng giày nay co shop ban co 79k, nen cac bạn tim hieu kỹ khi đặt hàng.	NEU	3
484	Chất thì dc mà form ko chuẩn,sz XL ghi 53-68kg mà 55kg mặc thấy k dc thoải mái ,2c màu ghi thì chật k mặc dc.	NEG	2
485	Đóng gói còn tốt nữa.	POS	5
486	Vận chuyển siêu nhanh.	POS	5
487	Chất liệu vải k co giãn.	NEG	1
488	Éo ra j.	NEG	1
489	Nắp túi bị lệch.	NEG	1
490	Mình nhận dc cái túi nó móp méo.	NEU	3
491	Áo nhỏ quá.	NEG	2
492	Áo vải rất đẹp.	POS	5
493	Shop phục vụ rất tốt.	POS	5
494	Hàng đẹp, chủ shop nhiệt tình ❤️.	POS	5
495	Chúc shop càng ngày càng đắt hàng <3.	POS	5
496	Chất lượng sản phẩm tuyệt vời phọt hơi rộng nhưng vãi mềm Rất đáng tiền.	POS	4
497	Ko giao vẫn tính tiền.	NEG	1
498	Ủng hộ shop 5sao.	POS	5
499	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh.	POS	5
500	Vì giá rẻ.	NEU	3
501	Giao sai size quân nhưng liên hệ với shop không bắt máy .	NEG	1
502	Địu chắc chắn, thoáng.Đỡ mỏi tay, nhất là các bé đòi bế rong thì có địu nhàn hơn hẳn.	POS	5
503	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.	POS	5
504	Giao hàng nhanh ❤️ áo xinh như hình ❤️ mỗi tội hơi mỏng xíu.	POS	4
505	Dc Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.	POS	5
506	Mặc rất thích :3.	POS	5
507	Giá cả chấp nhận được, Thời gian giao hàng rất nhanh.	POS	5
508	Sẽ ủng hộ shop dài dài 😘.	POS	5
509	Áo dày dặn và đẹp giống hình.	POS	5
510	Chúc c luôn đắt hàng.	POS	5
511	Quần cực kì đẹp.	POS	5
512	Cung tam dc.	NEU	3
513	Vải ok nhưng hơi nhỏ, ko hài lòng việc đã nhắn shop ko ghi rõ thông tin ngoài bao bì nhưng vẫn ko thực hiện, thiếu lưu ý việc tê nhị.	NEU	3
514	Phơi nắng r mà ko thấy sáng.	NEG	1
515	Mình thấy rất êm chân.	POS	5
516	Thái độ phục vụ ok.	POS	5
517	Mình mặc vào nhìn như cái váy chống nắng ý.	NEG	2
518	Nói chung thất vọng về sp.	NEG	2
519	Màu hơi tối hơn so với ảnh sản phẩm.	NEG	2
520	Sp chất lượng, ngon, giá rẻ hơn các chỗ khác.	POS	4
521	Quần cũng ok đẹp.	POS	4
522	Chất lượng sản phẩm tuyệt vời rất ok pin ổn ,nên mua nha mọi người 5sao.	POS	5
523	Phí tiền.	NEG	1
524	Vải mỏng và hơi ngắn Thời gian giao hàng tạm được.	NEG	2
525	Về giặt túi là vứt luôn ...	NEG	1
526	Hàg y hình.	POS	5
527	Đóng gói sản phẩm chắc chắn.	POS	4
528	Đặt3 giao 1 làm ăn vậy lun!	NEG	1
529	Dây yếm hơi dài và có chỗ bị sứt chỉ.	NEG	1
530	Hàng đẹp gía rẻ sẽ tiếp tục ủng hộ.	POS	5
531	Giao hàng nhanh.	POS	5
532	Vừa với giá tiền. 😃😃😃.	POS	5
533	Chứ vậy sẽ mất uy tín lắm.	NEG	2
534	Vải hơi mỏng nhưng mùa hè mặc mát, màu k giống hình lắm nhưng cũng đẹp.	NEU	3
535	Giao hàng nhanh.	POS	5
536	Chất lượng sản phẩm tốt Đóng gói sản phẩm chắc chắn.	POS	5
537	Quá hụt hững vì cuộn nilon nhỏ và dài cỡ ngón tay .	NEG	1
538	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt.	POS	5
539	Hàng dễ thương lắm đáng yêu cực đáng đồng tiền bỏ ra.	POS	5
540	Hàng bỏ đi chưa mặc đã thủng.	NEG	1
541	Vải dom áo ko giống trong hjnh giả tạo xấu xí.	NEG	1
542	Giày đẹp trog tầm giá. 😍.	POS	4
543	Quá đẹp so với giá, chị chủ dễ thương, tặng chị cái ảnh 😚😍👏🏻.	POS	5
544	Hàng y mẫu.	POS	5
545	Mua size S giao size L,mác thì size S,mác ở quần thì size L,bán hàng thế này là cố tình nhầm size,mọi người xem sét trước khi mua shop này nhé.	NEG	2
546	Giao lâu, áo phù hợp với giá.	POS	4
547	So với trên ảnh thì nhìn thật màu có vẻ nhạt hơn xíu nhưng vẫn đẹp.	POS	4
548	Chất lượng sản phẩm tuyệt vời , shop dễ thương phục vụ tốt ❤️.	POS	5
549	Shop nên xem lại cách đo size cho khách.	NEU	3
550	Shop phục vụ tạm được.	NEU	3
551	Áo dày và hịn lắm ạ, chị chủ shop lại còn tư vấn nhiệt tình nữa :))).	POS	5
552	áo ko đẹp giống hình, lại bị nhỏ mặc không vừa.	NEG	1
553	Chân váy đẹp, chất vải tốt chưa biết có ra màu không Mua hàng ở shop nhiều lần đều ưng ý hàng có hư hỏng gì shop cũng hỗ trợ hết mình Thời gian giao hàng rất nhanh mất tầm 2 ngày là có hàng.	POS	5
554	Chất liệu tạm, hơi nhỏ.	NEU	3
555	Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt.	POS	5
556	Rất thích!!	POS	5
557	Thời gian giao hàng rất nhanh.	POS	5
558	đẹp lắm bạn nào ko tin ib. tớ cho xem ảnh. là ng tiêu dùng mua đồ hãy xem đánh giá trước.	POS	5
559	Màu sắc k như hình.	NEG	2
560	Sẽ ủng hộ shop liên tục 👍🏻.	POS	5
561	Đường chỉ may không chắc.	NEG	1
562	Hàng đẹp .	POS	4
563	Hàng đẹp đúng y mẫu .tks shop nhìu.	POS	5
564	Sẽ tiếp tục ủng hộ shop dài dài.	POS	5
565	Cách shop phục vụ rất nhiệt tình.	POS	4
566	Chất lượng kém.	NEG	1
567	Giống hình.	POS	5
568	Sp chất lượng , hàng như hình , soạn hàng nhanh, gói hàng cẩn thận.	POS	5
569	Form đẹp.	POS	5
570	Nói chung là đc shop à.	POS	5
571	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn shop phụ vụ rat chu đáo cảm ơn món quà nhỏ của shop.	POS	5
572	Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Thời gian giao hàng rất nhanh, Rất đáng tiền.	POS	5
573	Sp giống hình, thời gian giao khá lâu, nội thành HN mất 4-5 hôm.	NEU	3
574	Cứ gần hết kẹo mút ghiền là ghé thăm shop,sẵn ngay ngày 10/10 có được voucher 10% với chơi lắc xu mấy ngày cũng gần 18k,mà mua 3sp kẹo mút được giảm 10% nữa chứ.mà chỉ có bị cái cho nó tự động chọn bên vc,ko để ý tưởng sh 4H ai ngờ lại GHTK...NÊN ko được nhận trong ngày.sp HSD&NSX rất OK.THANKS SHOP.	POS	4
575	Hơi buồn cái này thôi còn lại thì ok. 4 sao cho shop sau này rút kinh nghiệm bán đồ chơi con nít bọc nilong lại cho nó đỡ bám bụi.	POS	4
576	Chảo to nhưng mỏng và k phải vân đá mà là mạ nha các bạn.	NEU	3
577	Phân loại hàng hơi rắc rối, mình k mua được cái muốn mua.	NEG	1
578	Vải trước đẹp hơn .	POS	4
579	Mọi người nhớ mua nhiều ở shop hơn nhé.	POS	4
580	Đáng đồng tiền.	POS	5
581	Rộng phải tạ mới mặc vừa.	NEU	3
582	Tiền nào của nấy.	NEU	3
583	Chất lượng sản phẩm tốt, Thời gian giao hàng rất nhanh.	POS	5
584	Dáng xấu .	NEG	2
585	Rất hài lòng về quần lót bầu.	POS	4
586	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.	POS	5
587	Mặc lên dính sát vào người chứ không đứng áo như trong hình.	NEG	2
588	Rất đáng tiền.	POS	5
589	Giao hàng nhanh.	POS	5
590	Áo đẹp dã man luôn,shop tư vấn nhiệt tình.	POS	4
591	Giao hàng nhanh, quần đẹp đáng so với tiền bỏ ra, shop nhiệt tình yêu shop.	POS	5
592	- Làm bánh cho KH mà làm sai loại bánh, vô làm lại thì bánh cháy!	NEG	1
593	Thời gian giao hàng nhanh, sp k đc như ý...	POS	4
594	Mình không bàn về chất lượng vải.	NEU	3
595	"Shop giao thiếu ví này :""(((( và mấy món khác cũng sai màu hơi nhiều."	NEG	2
596	hàng quá đẹp so với giá thành!	POS	5
597	Hàng y hình.	POS	4
598	Lạp xưởng ngon, nhìn mỡ vậy mà khi chiên xong ăn ko bị ngán, giá đẹp.	POS	5
599	Giầy cũng khá đẹp.	POS	5
600	Hàng y ảnh nha.	POS	5
601	Thời gian giao hàng rất chậm!	NEG	1
602	So với giá thì vầy là ổn quá rồi :3.	POS	5
603	Chất lượng kém vải cứng k mềm, đường may ẩu, dáng bị hẫng.	NEG	2
604	Vải mặc mát.	POS	5
605	Mặc rất thoải mái.	POS	4
606	Áo trắng chất lượng quá thấp còn bị bẩn nhiều nơi giặt ko ra.	NEG	1
607	Chất vải đẹp.	POS	5
608	Tiền nào của nấy tất mới mua nhg bị rạn nhỏ.	NEG	1
609	Good value for money.	POS	5
610	Ngày nay chả flash gì cũng 33k/ chai.	NEU	3
611	Cug tam dc .vai cug kg dep lam.	NEU	3
612	Chúc shop đắt hàng.	POS	5
613	Né shop này ra nếu ko mún bực bội.	NEG	1
614	K giống ảnh lắm.	NEG	1
615	Quần chất mềm..khá rẻ và ok.	POS	5
616	Thời gian giao hàng rất nhanh Rất đáng tiền Rất đáng tiền.	POS	5
617	Màu tím vỏ ngoài mo hết chu.	NEU	3
618	Mặc rất đẹp Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền.	POS	5
619	Ao dep nhung form nho so voi bang kich thuoc nen mac ko vua.	NEU	3
620	Áo thun chất vải mỏng mát, ko mỏng lắm đâu nha, ok lắm!!	POS	5
621	Minhk đã nhận được hàng.	POS	4
622	Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.	POS	5
623	Nhưng mỗi tội lạc đơn hàng phải đặt lần 2 bù Shop nhiệt tình nên xí xóa.	POS	4
624	Chất lượng sản phẩm tạm được Đóng gói sản phẩm tạm được Thời gian giao hàng tạm được Giá cả chấp nhận được.	NEU	3
625	Shop phục vụ rất tốt.	POS	5
626	Mua về giặt cho hết mùi vải rồi lem tùm luôn.	NEG	2
627	Sản phẩm phù hợp với giá tiền.	POS	5
628	Chúc shop buôn bán thuận lợi và thành công!	POS	5
629	Chị chjr còn tặng cho dây buộc tóc nữa❤ Ngàn sao cho shop.	POS	5
630	Giấy dai.	NEG	2
631	Vải hơi mỏng , y hình Đóng gói sản phẩm chắc chắn Phù hợp giá tiền giao hang nhanh.	POS	4
632	Dáng áo đẹp , hợp với giá tiền.	POS	4
633	Chất vải mỏng lét, thun co giãn.	NEG	2
634	Giống 95% ảnh, êm, đẹp, ưng 💕💕.	POS	4
635	Ao dep.	POS	4
636	Chất lượng sản phẩm tốt Giá cả chấp nhận được Thời gian giao hàng nhanh.	POS	5
637	Áo đẹp y hình luôn ạ 😚.	POS	5
638	- Áo đẹp lắm nhaaa mọi ng <3 cứ yên tâm mua đi ạ.	POS	5
639	Dép mang rất êm chân.	POS	5
640	Chất lượng sản phẩm tốt Đóng gói sản phẩm chắc chắn Shop phục vụ rất tốt.	POS	5
641	Son lên màu đẹp.	POS	5
642	Giao nhanh.	POS	4
643	Chất liệu đẹp.	POS	4
644	Áo k giống hình lắm.	NEG	1
645	Sẽ mua lại.	POS	5
646	Giao màu Đen!!!??	NEU	3
647	Áo ok, rộng xíu thì ok hơn.	POS	4
648	Mũ chất👍.	POS	5
649	Lần này mua cả thùng rất đáng tiền ạ để lâu cũng không lo lắng.	POS	5
650	hang nhin vay thoi. chu luc giao hang thi ko dung voi mo ta.	NEG	1
651	Đẹp,giao nhanh:))rẻ:))10đ.	POS	5
652	Áo giống y hình, rất vừa.	POS	5
653	Sao dây cuốn cán và cái chốt ở cán mới bóc nilon ra đã bung hết vậy bạn?	NEG	2
654	Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.	POS	5
